19,19,19,7,32,32,32,3,13,27,13,13,27,15,5,1,1,1,1,1,1,1,14,22,16,16,31,31,23,23,23,12
23,12,18,21,21,2,2,2,2,2,2,2,28,28,28,15,28,22,22,22,22,22,22,22,17,17,17,30,30,30,30,30
12,10,3,3,3,3,3,3,3,27,27,15,13,15,15,15,15,5,5,22,6,6,6,6,6,17,23,23,8,29,23,12
29,29,19,21,21,21,21,13,13,26,4,4,4,4,4,4,4,28,22,22,25,25,6,8,8,30,30,30,23,29,29,29
32,32,12,18,19,32,32,21,21,24,24,15,15,4,5,5,5,5,5,5,5,14,14,25,25,25,23,23,23,10,23,23
10,7,10,10,7,2,24,13,13,13,13,27,27,15,15,15,20,14,14,20,6,6,6,6,6,6,6,29,17,10,29,29
12,7,7,7,7,7,7,7,24,24,26,26,4,28,5,5,14,15,1,1,25,22,22,22,25,25,6,8,17,12,12,12
29,18,18,19,24,24,24,24,13,21,13,13,13,20,20,20,5,20,5,5,5,31,31,8,8,8,8,8,8,8,16,12
29,29,32,21,18,18,7,7,24,26,26,26,26,20,20,20,20,15,9,9,9,9,9,9,9,31,31,31,8,10,19,29
10,10,10,10,3,3,3,7,24,24,4,26,26,13,26,26,14,14,14,22,1,1,17,17,9,25,16,30,12,10,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,12,10,7,7,27,13,13,13,24,13,13,4,26,5,28,28,9,9,9,6,17,25,16,16,16,16,12,12,12,12
23,7,7,18,18,24,24,13,13,13,13,13,13,13,26,26,1,22,28,25,25,25,25,25,31,31,31,31,23,23,23,23
32,32,3,32,32,3,3,3,3,2,2,4,4,4,4,26,14,14,14,14,14,14,14,31,31,31,31,31,17,10,10,10
18,19,18,18,18,18,21,21,21,21,24,15,15,15,15,15,15,15,5,5,5,1,25,25,25,25,17,16,12,10,19,19
19,19,19,19,24,24,24,24,24,24,24,2,4,28,28,28,28,22,28,9,9,9,9,25,16,16,16,16,16,16,16,19
12,12,12,10,24,24,27,27,3,21,26,15,13,13,26,4,14,14,14,14,22,22,17,17,17,17,17,17,17,12,19,19
18,18,18,18,18,18,27,7,24,24,4,15,15,15,5,5,5,5,5,25,25,25,25,9,9,6,8,29,8,10,19,18
19,19,19,19,19,21,24,21,24,27,27,27,27,20,20,20,20,1,28,25,25,31,31,31,31,30,16,16,29,16,19,19
29,12,7,10,3,3,2,2,2,2,2,27,27,20,20,20,20,20,20,20,6,9,14,22,16,16,16,29,29,29,29,29
19,19,19,21,21,21,21,21,21,21,4,15,15,28,28,28,15,15,28,1,1,31,31,31,31,31,6,29,29,23,30,23
32,32,12,7,19,7,27,27,27,27,4,4,28,28,4,20,20,22,22,22,22,22,22,22,16,30,30,16,16,16,16,29
23,18,19,19,19,32,24,24,24,24,13,13,15,15,20,20,20,20,20,20,1,31,14,17,17,17,23,23,23,23,23,23
32,32,19,18,24,24,24,24,24,24,24,26,26,26,28,26,4,22,22,22,22,22,22,6,6,6,23,23,23,23,16,23
18,18,18,7,21,7,7,21,21,21,27,15,15,15,15,15,1,22,22,25,25,25,25,25,25,25,17,17,17,10,10,18
10,10,10,3,3,24,3,24,3,26,26,26,26,26,26,26,4,20,20,20,9,9,9,9,9,8,23,17,29,8,10,30
19,19,10,18,3,3,27,27,27,27,27,27,27,20,20,4,15,15,1,9,5,9,31,6,9,31,31,31,12,8,19,19
18,18,18,32,32,18,32,27,27,26,26,26,28,28,28,28,28,28,28,20,5,1,17,17,8,8,30,30,30,30,30,30
29,29,32,32,24,24,27,27,27,27,27,13,13,13,26,28,28,28,28,5,6,6,31,22,31,31,8,29,29,29,29,29
29,29,3,3,3,18,3,3,2,13,13,13,13,13,15,1,1,1,14,14,14,14,14,17,9,30,30,30,30,30,30,30
12,18,12,21,7,2,7,2,2,2,2,2,28,4,4,1,4,14,14,14,14,31,31,31,31,31,31,31,16,29,29,18
32,32,32,32,32,32,32,21,21,21,27,27,28,20,15,1,1,5,9,14,14,14,22,22,25,16,16,29,30,30,30,23
