6,6,6,26,26,26,26,1,1,1,1,1,1,1,25,25,9,19,17,17,17,20,20,20,5,5,16,16,16,23,28,6
22,30,28,26,27,27,11,26,14,24,24,24,24,31,31,13,31,19,13,15,13,13,12,2,2,2,2,2,2,2,18,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,14,14,14,14,26,14,26,26,9,9,9,9,9,25,25,25,4,4,4,4,4,4,4,23,23,23,5,23,6,10
28,10,18,18,10,26,11,8,24,21,24,24,24,31,17,17,17,17,31,31,15,4,5,5,5,5,5,5,5,23,28,6
6,6,6,10,28,11,24,14,1,8,32,32,32,32,32,21,31,17,17,4,13,20,20,4,4,23,2,5,6,6,6,6
28,28,11,28,11,11,8,24,24,26,24,24,9,9,19,9,19,29,29,17,12,12,12,4,4,7,7,7,7,7,7,7
16,22,18,18,30,8,8,8,8,8,8,8,21,21,21,19,19,31,31,31,4,15,15,15,15,15,2,22,22,22,22,22
28,6,28,28,28,10,26,26,26,1,9,9,9,9,9,9,9,17,19,17,15,15,15,4,23,12,5,22,22,2,28,28
10,10,10,10,10,10,30,30,8,8,8,8,1,31,31,13,17,13,17,13,4,15,5,5,12,12,12,20,2,2,6,10
11,11,11,11,11,11,11,8,8,1,9,9,19,19,25,9,25,25,4,4,4,4,5,4,4,7,7,7,7,7,7,22
11,11,10,30,10,10,30,14,14,24,24,24,19,19,19,31,9,29,29,29,12,12,12,12,12,12,12,16,22,18,18,10
10,10,10,10,27,27,27,24,1,26,8,9,19,19,17,13,13,13,13,13,13,13,29,4,2,2,23,23,23,7,7,7
28,28,14,14,14,14,14,14,14,8,1,8,24,9,21,21,9,29,17,15,12,12,12,20,20,20,20,5,6,6,6,6
18,18,18,26,10,11,14,27,14,21,21,21,21,31,31,17,31,31,17,15,15,15,15,15,15,15,20,2,2,2,23,18
16,30,30,30,30,27,24,24,32,24,32,32,32,21,21,21,9,13,13,13,13,29,29,29,20,20,16,16,16,16,16,16
28,28,11,26,26,26,27,27,8,32,8,25,25,25,17,17,17,17,17,17,17,29,29,2,20,20,20,20,2,2,28,28
18,18,18,18,11,8,8,8,8,8,21,21,21,21,21,21,25,25,29,29,29,13,4,29,2,2,2,7,2,18,18,18
22,11,11,11,26,8,24,8,1,27,27,8,19,19,19,19,19,19,19,4,13,12,5,12,12,7,7,16,16,16,22,22
6,30,30,28,30,30,30,30,1,1,27,25,1,32,32,9,9,25,19,29,17,20,20,20,20,20,20,20,7,22,22,22
22,22,30,11,11,11,11,30,32,21,21,21,21,21,21,21,17,19,4,4,4,4,4,29,4,5,5,5,23,6,23,22
22,22,6,11,10,26,27,27,27,27,9,9,9,9,17,31,17,17,31,31,13,20,5,2,23,15,16,22,22,22,22,22
16,18,18,14,14,14,14,14,24,24,32,25,24,32,32,31,13,31,31,29,4,12,5,5,23,23,23,23,23,23,23,16
16,18,30,30,30,30,24,24,24,24,24,24,24,9,9,17,9,29,19,17,12,13,15,15,15,23,23,23,6,16,16,16
18,18,14,18,14,14,14,30,14,21,8,25,25,25,25,25,25,25,13,13,12,12,12,15,4,5,2,5,5,18,18,18
6,22,10,26,26,26,26,26,26,26,24,25,25,19,19,19,19,19,29,15,15,15,15,15,23,23,23,5,6,22,22,6
16,28,28,28,27,27,27,27,27,27,27,21,25,25,25,25,17,13,4,15,29,4,29,5,5,7,7,7,7,7,7,16
28,28,28,28,28,27,27,27,27,27,1,1,19,31,31,19,31,31,17,17,17,4,20,20,23,23,23,22,22,7,28,28
11,11,14,14,27,30,14,30,27,27,27,1,25,25,25,25,25,29,29,29,29,29,29,29,5,5,16,16,16,16,16,7
28,30,30,30,30,30,30,30,32,32,8,8,32,32,21,13,25,13,4,15,17,15,15,15,12,12,12,7,7,7,7,7
18,22,6,18,10,10,11,1,24,21,9,24,9,31,31,31,31,31,31,31,15,15,4,15,15,15,7,2,16,16,16,16
11,11,11,11,26,11,8,8,32,32,32,32,32,32,32,19,13,13,19,17,12,13,12,12,15,15,16,16,7,23,7,7
