4,13,29,29,29,19,26,26,26,26,12,5,14,25,25,30,30,30,11,20,11,20,20,20,21,1,1,1,1,1,1,1
4,4,4,8,8,26,26,26,5,2,2,2,2,2,2,2,31,28,14,20,20,20,10,10,20,20,1,18,18,4,4,4
3,3,3,3,3,17,16,16,16,8,16,12,12,31,12,31,12,31,6,6,6,6,28,6,6,1,9,1,1,1,3,3
4,4,4,29,13,26,26,26,26,26,26,31,31,7,11,25,28,25,28,25,10,20,32,32,32,32,32,1,4,4,4,4
4,13,13,13,19,19,19,7,5,5,5,5,5,5,5,11,11,31,11,30,30,30,9,10,15,1,27,27,27,4,27,27
29,3,3,22,13,13,13,13,5,5,23,12,23,14,11,14,14,14,6,6,6,6,6,6,6,9,9,18,4,4,18,29
17,17,17,8,13,26,23,7,7,7,7,7,7,7,14,30,14,30,30,30,6,6,6,6,6,1,27,27,27,18,3,3
29,29,29,8,8,8,8,8,8,8,23,23,14,7,14,14,11,30,10,30,30,30,28,15,15,15,15,15,18,22,1,22
29,29,29,29,29,29,26,23,7,26,26,26,12,25,12,12,30,10,30,10,9,9,9,9,9,9,9,27,32,21,18,29
27,3,3,3,16,16,23,7,16,8,7,26,31,31,31,14,14,10,10,10,10,10,10,10,21,20,27,27,1,27,27,27
22,18,22,13,16,29,16,13,19,2,2,2,2,14,11,11,11,11,11,11,11,30,32,21,6,21,32,32,32,22,22,22
18,17,17,17,17,17,17,23,23,23,12,12,12,12,12,12,12,28,28,28,28,28,32,32,32,1,1,21,21,21,18,18
27,13,13,13,13,13,13,13,19,5,26,26,12,2,2,2,11,28,25,25,30,9,9,9,9,32,32,32,32,4,1,29
17,17,3,3,3,8,8,8,8,8,7,7,14,14,14,14,14,14,14,11,20,15,15,15,15,9,27,27,27,27,1,1
18,18,19,3,29,29,16,7,8,7,16,7,31,31,31,31,30,31,30,30,30,15,15,15,15,15,15,15,1,1,1,18
3,4,4,19,16,16,16,16,16,16,16,31,7,5,5,2,28,28,28,28,10,10,9,20,20,20,9,21,21,1,3,27
17,17,17,17,17,17,17,26,26,7,7,7,7,25,25,30,25,25,14,10,9,9,9,6,9,9,9,32,1,1,1,1
18,18,3,22,17,8,17,8,8,8,23,23,23,5,5,30,25,25,25,25,6,20,32,32,9,9,9,18,18,18,18,18
22,17,19,19,19,19,19,19,19,8,16,23,23,12,2,2,31,25,25,25,28,28,28,10,9,1,1,15,4,22,22,22
29,17,17,13,17,17,17,13,7,2,2,2,2,25,25,12,12,11,11,20,20,20,20,20,20,20,21,21,21,21,4,4
22,13,22,22,19,13,13,16,16,16,12,12,12,12,12,12,28,28,28,28,10,20,20,21,21,21,21,21,21,21,3,22
22,22,22,22,19,19,19,7,19,26,2,5,5,5,5,31,31,31,11,10,10,10,10,21,21,15,15,15,1,22,22,22
27,22,22,22,19,19,23,23,23,23,23,23,23,7,12,30,30,31,30,20,20,20,28,21,21,21,21,21,4,4,27,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,18,4,22,19,26,26,7,7,7,5,5,23,25,25,25,25,25,25,25,11,10,32,32,32,32,32,32,27,27,27,27
27,22,22,8,8,26,26,26,26,26,26,26,7,2,2,11,11,10,6,20,9,9,28,32,32,32,32,1,1,1,27,1
27,13,22,8,3,16,23,23,26,16,12,12,12,25,2,25,30,30,30,30,30,10,10,10,32,32,27,27,27,27,27,27
3,29,29,29,29,29,16,16,26,26,2,31,31,31,31,31,28,28,28,28,28,28,28,15,15,15,15,21,21,21,22,3
29,29,29,29,29,29,19,19,19,26,12,12,12,12,25,25,28,25,25,28,28,28,6,15,6,1,15,18,21,22,22,29
29,3,29,29,16,16,23,23,5,5,23,31,31,5,31,30,30,30,30,30,30,30,9,9,9,9,21,18,4,4,4,29
18,22,13,22,13,13,23,23,23,7,7,31,31,31,31,31,31,31,14,6,20,15,6,6,6,32,21,15,18,21,18,18
4,4,3,8,8,8,8,8,5,2,2,23,5,25,12,11,12,14,25,10,9,9,32,32,32,32,32,32,32,4,4,4
