28,28,6,24,14,14,26,26,26,27,1,1,1,1,1,1,1,11,11,11,13,5,19,16,5,5,16,28,28,28,28,28
2,30,31,10,21,14,26,6,10,24,20,9,29,29,29,17,4,19,13,19,19,7,19,7,7,7,2,2,2,2,2,2
3,3,3,3,10,10,10,10,21,21,21,27,20,20,20,29,29,29,29,18,18,7,7,19,7,7,2,2,2,3,3,3
31,14,14,14,14,31,26,26,9,9,26,17,9,11,27,4,4,4,4,4,4,4,19,19,5,8,32,8,30,2,2,3
2,28,3,22,21,21,21,21,21,24,23,17,17,29,29,11,11,11,11,5,5,5,5,5,5,5,7,28,28,28,28,12
2,6,6,6,6,6,6,6,23,23,23,27,27,27,27,27,1,17,18,19,19,19,19,19,8,8,8,8,2,3,3,2
28,28,10,10,31,31,31,26,26,26,26,9,29,9,29,29,29,29,29,19,7,7,7,7,7,7,7,15,15,12,12,28
22,22,10,24,24,24,24,24,24,21,21,20,20,20,20,4,18,19,11,5,5,5,15,15,8,8,8,8,8,8,8,12
28,28,6,6,6,23,23,9,9,9,9,9,9,9,20,17,17,19,19,19,4,19,15,16,16,16,16,2,2,2,28,28
2,6,10,10,10,10,10,10,10,9,9,26,26,29,29,29,4,17,13,13,4,18,18,5,5,12,12,32,2,2,2,2
31,31,31,3,10,23,10,10,20,20,20,20,26,11,11,11,11,11,11,11,4,5,5,32,32,32,8,15,12,12,12,12
30,30,30,10,10,23,23,23,20,23,27,9,29,20,1,17,4,29,29,13,19,32,32,16,16,12,12,12,12,12,12,12
14,14,14,24,21,21,24,24,21,26,26,17,26,1,1,1,29,29,13,13,13,13,13,13,13,32,8,8,8,12,2,14
14,14,14,14,14,14,23,10,24,9,20,20,29,29,20,4,4,4,11,11,19,7,18,15,15,12,8,2,28,28,28,14
31,6,6,6,6,6,6,9,21,21,21,27,9,11,17,17,4,11,4,4,5,4,15,15,15,15,15,15,15,2,2,2
30,30,30,6,6,6,6,6,24,24,9,17,1,17,11,11,18,19,13,13,18,18,18,16,16,16,16,16,16,16,30,30
31,31,10,24,24,10,26,26,26,21,21,17,17,17,17,17,17,17,18,18,18,18,18,19,7,16,2,2,28,12,12,28
3,3,3,31,22,31,31,24,23,23,1,1,1,27,1,11,18,18,18,18,18,18,18,13,13,15,2,28,28,3,3,3
14,6,6,14,21,14,26,24,10,27,27,27,27,27,27,27,4,19,19,19,19,19,19,19,16,16,7,12,30,30,30,22
31,30,30,31,31,31,31,10,20,20,20,20,20,20,20,11,11,18,18,18,19,19,19,19,16,7,16,8,8,8,22,22
2,30,30,22,21,21,21,21,21,21,21,17,27,27,27,27,17,17,4,4,7,4,7,7,7,7,16,2,2,30,30,30
22,22,22,22,22,6,6,6,26,27,27,27,9,17,17,17,18,11,18,13,13,13,13,13,13,15,8,8,30,8,22,22
22,22,22,22,22,23,23,23,23,23,23,23,1,29,29,29,29,29,29,5,5,5,5,5,5,32,8,16,16,16,3,22
3,31,30,24,24,24,24,24,24,24,26,26,26,17,29,29,29,29,18,18,19,19,19,13,15,15,15,32,15,16,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,31,31,3,10,10,26,26,26,26,26,26,26,11,11,4,29,29,29,18,18,18,15,32,32,32,32,28,28,3,22,30
28,28,22,22,22,23,23,23,20,27,27,27,27,27,27,27,1,4,4,4,4,5,5,7,32,5,7,32,15,8,8,12
28,28,3,3,6,6,31,9,26,26,1,1,1,11,11,11,11,11,11,5,5,4,13,13,15,15,8,28,28,28,28,28
14,31,14,14,14,14,26,9,20,20,27,1,29,29,29,29,29,29,29,5,5,18,5,5,8,8,7,16,8,8,8,14
30,30,30,3,24,23,31,23,23,23,23,1,1,1,1,27,1,11,4,5,5,4,19,19,16,12,12,12,30,30,30,30
31,31,31,31,31,31,31,9,10,20,9,9,9,9,17,1,4,4,4,4,18,32,32,32,8,32,15,15,30,30,30,30
30,30,31,31,31,31,21,21,20,27,27,27,1,1,1,1,1,18,19,19,13,32,32,32,32,32,32,32,30,30,30,30
