7,19,29,29,26,26,26,26,27,26,4,13,4,5,32,9,10,10,1,1,1,1,1,1,1,23,23,23,23,6,6,7
8,14,20,27,26,26,27,26,27,24,31,31,24,31,31,13,13,15,22,15,10,1,10,23,2,2,2,2,2,2,2,8
3,3,3,3,3,3,27,21,21,27,21,21,21,32,31,32,32,32,32,1,28,28,28,23,1,23,23,19,19,2,2,3
20,20,20,20,20,12,18,4,4,4,4,4,4,4,22,22,22,28,22,28,10,9,30,23,23,6,6,6,23,23,29,6
20,19,18,18,18,18,18,18,18,21,24,5,5,5,5,5,5,5,10,1,30,30,1,25,25,25,2,23,23,23,2,14
7,3,7,12,3,12,12,12,31,31,13,5,5,32,32,32,32,15,1,1,1,11,11,11,11,6,6,6,6,6,6,6
7,7,7,20,20,20,26,26,31,24,26,24,24,24,5,32,32,32,32,32,1,1,25,25,25,25,25,2,7,7,7,7
8,29,12,18,29,18,18,18,21,21,21,21,13,32,32,5,10,10,10,28,28,28,28,28,25,11,8,8,8,8,8,8
29,29,29,29,29,18,18,4,26,26,26,21,21,4,32,9,9,9,9,9,9,9,11,11,11,11,11,2,2,14,14,29
3,3,3,3,3,3,16,16,31,31,31,31,31,13,31,13,10,10,10,10,10,10,10,1,1,25,23,19,19,19,19,3
3,12,18,18,18,16,20,16,31,24,26,4,4,4,24,24,5,5,1,1,30,11,11,11,11,11,11,11,8,8,8,8
19,12,12,12,12,12,12,12,4,4,31,31,24,31,24,24,9,28,32,32,9,28,1,1,1,25,25,25,25,2,2,6
20,20,14,27,27,27,21,21,21,26,13,13,13,13,13,13,13,22,28,28,28,9,30,30,30,30,6,23,23,7,7,14
14,14,14,14,3,3,21,21,16,16,16,16,24,24,24,24,9,9,15,15,15,11,11,1,2,6,11,6,6,14,14,14
19,19,18,18,29,12,21,21,21,21,21,21,22,22,15,15,15,15,15,15,15,30,25,25,2,2,25,25,25,19,19,19
19,19,14,27,27,16,16,16,16,16,16,16,31,22,22,22,22,22,22,9,9,9,10,25,25,25,25,11,8,19,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,20,18,18,18,18,18,18,18,16,21,21,21,5,5,5,5,32,32,32,9,1,25,30,2,2,2,19,19,19,19,19
19,19,14,14,26,26,26,21,18,27,26,21,21,4,13,13,13,32,32,32,28,28,28,28,30,30,30,19,19,19,19,19
20,20,20,20,20,20,20,16,31,4,21,5,21,32,32,32,32,32,9,9,9,9,28,25,1,2,8,23,7,8,29,29
19,19,7,3,3,16,21,21,21,21,21,21,21,32,15,15,15,28,28,28,1,1,1,1,23,6,6,6,6,23,19,19
29,29,29,12,12,12,27,27,27,27,4,5,22,22,22,22,22,22,22,10,10,10,11,30,30,30,8,8,8,8,29,29
7,7,18,27,12,12,12,12,26,24,24,24,13,13,13,13,10,10,1,1,1,1,28,23,23,23,23,23,23,23,6,19
20,20,20,20,20,20,20,4,4,24,24,24,24,24,24,24,22,22,22,10,1,10,10,23,2,6,6,2,6,23,6,8
14,14,18,18,26,20,21,4,4,21,21,16,21,24,24,22,22,22,22,28,9,11,25,25,25,25,25,25,25,2,2,6
3,3,7,27,26,26,26,26,26,26,26,24,4,4,13,9,10,9,9,9,9,28,28,28,23,23,23,6,6,6,14,6
8,19,29,27,27,27,27,27,27,27,16,21,21,31,15,15,15,15,15,15,30,30,30,30,1,6,8,19,19,19,19,8
14,7,7,29,18,27,27,27,26,26,26,31,31,31,31,5,5,28,28,28,28,28,28,28,23,23,30,25,25,7,7,3
29,29,29,29,29,27,27,27,27,27,16,13,13,13,13,13,10,28,28,28,28,28,10,11,2,6,8,8,7,8,29,29
29,29,20,20,29,18,18,18,18,31,31,31,21,32,22,24,22,22,22,9,30,30,30,30,30,30,30,11,19,7,7,29
3,12,12,20,20,20,20,4,31,31,31,31,31,31,31,24,32,9,1,1,1,1,11,11,11,30,30,6,6,14,29,7
7,3,3,29,20,20,21,21,21,21,21,21,5,32,32,32,32,32,32,32,9,9,25,25,25,25,25,25,7,23,7,7
