1,1,1,1,29,29,29,4,4,18,25,18,18,3,27,25,21,21,9,9,14,14,14,14,14,22,24,24,24,1,1,1
1,1,1,1,13,13,5,5,5,5,5,5,5,2,2,2,2,2,2,2,9,10,8,8,24,26,11,7,19,1,19,1
13,19,1,16,17,17,16,20,5,17,3,3,3,3,3,3,3,6,6,14,28,28,28,26,26,28,28,11,19,19,1,13
13,29,4,4,4,4,4,4,4,18,17,18,18,3,27,27,27,27,27,27,30,8,8,30,32,32,32,7,24,19,1,13
12,13,12,12,12,4,5,5,5,5,5,5,5,6,6,6,6,6,30,26,30,26,26,31,28,28,28,32,32,32,7,13
7,29,1,1,13,13,5,5,5,23,23,23,6,6,6,6,6,6,6,14,14,14,24,8,8,8,8,8,24,19,7,7
7,7,1,13,13,20,29,17,23,23,23,23,23,2,3,3,9,9,30,30,9,9,14,14,8,22,22,7,7,7,7,7
16,16,16,29,16,29,29,18,5,5,23,23,23,21,21,10,10,30,30,10,27,8,8,8,8,8,8,8,11,11,12,22
11,29,29,29,29,29,4,18,18,25,18,25,25,25,3,3,9,9,9,9,9,9,9,31,31,24,22,22,31,31,32,1
11,7,12,13,16,16,16,17,23,18,5,3,5,2,2,10,10,10,10,10,10,10,24,24,31,24,22,32,32,19,19,11
11,16,13,16,16,16,20,20,20,20,20,20,5,2,2,25,27,27,27,27,27,30,30,30,32,32,11,11,11,11,11,11
12,12,12,12,12,20,17,17,23,23,5,3,3,21,21,6,9,9,9,27,27,28,28,31,26,26,32,11,11,11,12,12
13,13,13,13,13,13,5,4,18,18,17,5,21,2,2,2,3,2,2,30,30,28,28,28,31,31,32,31,31,32,32,13
1,13,13,13,13,13,5,29,5,5,5,5,5,23,23,21,21,21,14,14,14,14,14,14,14,31,31,31,31,1,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,16,16,16,16,16,17,17,17,17,5,5,21,2,21,2,21,9,10,28,9,9,14,8,31,11,8,11,19,11,19
1,12,4,29,17,17,17,17,17,17,17,21,21,25,25,25,3,2,14,14,9,9,9,28,8,8,11,31,19,31,12,19
19,13,13,12,17,17,16,18,18,18,18,18,18,18,21,21,21,6,6,26,26,26,26,26,26,26,28,24,19,19,19,19
19,19,19,1,13,17,4,4,18,18,18,23,18,23,23,27,2,2,2,2,28,28,28,28,28,31,22,22,19,19,19,19
13,13,4,4,17,20,20,20,20,20,20,20,25,25,25,27,6,6,9,9,9,9,24,24,24,24,22,22,22,22,22,22
19,19,16,16,16,16,17,18,17,17,18,21,21,21,21,21,21,21,27,26,26,8,8,31,24,24,24,24,24,7,19,19
12,7,29,1,12,13,5,4,4,18,3,5,5,18,2,2,2,9,10,10,10,26,26,26,26,22,22,22,22,22,22,22
16,19,19,12,12,4,4,4,23,23,23,23,23,23,23,10,10,30,30,2,26,26,28,28,28,26,28,11,11,11,22,22
16,16,16,16,16,20,20,4,4,25,17,3,3,3,3,10,10,10,10,10,10,8,24,24,24,24,24,24,24,32,1,1
11,1,4,4,4,20,29,20,20,25,25,25,25,25,25,25,3,10,2,10,9,10,9,28,32,32,32,32,19,7,12,13
1,1,19,4,17,17,17,17,17,25,25,25,25,2,2,6,9,9,9,26,26,26,26,26,26,26,32,32,31,32,22,13
16,19,16,16,17,17,17,17,20,17,25,20,21,21,27,27,27,27,27,27,27,30,30,26,32,32,32,32,32,31,32,13
7,29,29,29,29,16,16,29,23,18,5,5,18,2,2,10,10,10,10,10,28,28,28,28,28,28,28,8,22,22,22,7
16,29,29,29,29,29,29,29,20,20,20,20,25,25,23,25,6,6,6,26,28,28,14,31,31,22,31,22,22,22,32,11
16,16,16,16,29,16,16,18,23,23,23,18,21,6,27,21,27,30,30,30,30,30,30,30,26,26,11,7,7,7,11,11
16,16,16,12,13,20,20,20,17,17,17,5,3,3,3,3,3,21,14,27,27,8,26,31,31,31,31,31,31,31,12,12
11,1,19,1,12,20,20,20,20,20,20,21,18,18,6,6,6,6,9,14,14,14,24,24,32,32,32,32,32,32,32,7
